text,true_label,classifier_label,classifier_conf,small_label,small_conf,large_label,large_conf
The prosecutors did not get enough evidence to indict Hernandez.,high,high,0.5659042934246385,high,0.9890130573694068,high,0.785308580887758
"Mourners and Charleston Mayor attended Scott's visitation service in Charleston, South Carolina.",high,normal,0.5892499801691297,high,0.9947798743064417,high,0.9999987517279145
"Five years after the Deepwater Horizon rig exploded, the immediate aftermath of the oil spill has been well documented.",high,normal,0.6706588762868506,high,0.9770226300899744,high,0.9995271455654797
"Whatever decision the court takes on same-sex marriages, Clarence seems opposed to the Supreme Court for not exercising equality for other loving relationships in the oral marriage arguments.",high,normal,0.7088791812776175,high,0.995929862284104,high,0.9999810748517539
"Some American universities, including the University of Michigan, no longer consider race to be part of the admission requirements. Consequently, this has minimized the negative stereotypes and experience that non-white students have to encounter.",high,normal,0.7967561433015914,normal,0.9046505351008906,normal,0.8198933359135361
"Baltimore investigators handed their files on Freddie Gray's death over to prosecutors Thursday, but the public shouldn't expect much; the task force assigned to Gray's death will continue investigating; two officers remained on their bikes and one gave chase on foot; that's where the apprehension of Freddie Gray occurred.",high,normal,0.6186997541937105,normal,0.9999984465015046,high,0.7577943712746406
"Found guilty, jury must decide, bomber Tsarnaev, live or die; sentencing phase of the trial, show, impact, victims; stories told, horrific, Tsarnaev's trial.",high,normal,0.5622306095091817,high,0.9994472213630764,high,0.9999998024944683
"ISIS took Ahlam and her family while Mahmoud was out running errands. One night, Aslam, while hiding under covers, managed to contact husband with a found cell phone. Ahlam and the rest of the group realized fleeing was the only solution.",high,normal,0.7167588754444723,high,0.9999967112509345,high,0.9999999861329326
Cuba and Venezuela have a mutually beneficial relationship in which Venezuela sends a lot of oil to Cuba daily and Cuba sends military advisers and sports trainers to Venezuela. Cuba also pays more attention to criticizing how US treats Venezuela than it pays to improving its own relationship with the US.,high,normal,0.5379842946708373,normal,0.9999970976893987,high,0.9999999888574982
"After the earthquake, a lot of people are seen walking through the city in confusion and fright. Some people are crying as others are still covered in rubbles and can be heard by local rescuers.",high,normal,0.6920358599035801,high,0.9706877692486436,high,0.9999807768297635
Freddie Gray was arrested Baltimore police on the morning of April 12 without incident; events surrounding Gray's encounter with police remain unclear.,high,normal,0.5407366573278175,high,0.9999832985622245,high,0.9999593054220954
"In London, city deeply impacted, attempted decapitation of soldier Lee Rigby by Islamic extremists in 2013, three women, beheaded last year, no apparent jihadist motivation.",high,normal,0.6175196192492128,normal,0.9998911030899734,normal,0.9953181774756663
"The Clinton Bill and Hillary, have been known in politics for a long time. 28 of the 44 years from 1981 to 2025, will have had a Clinton or a Bush in the White House should either Clinton or Jeb win, now that she is officially a presidential candidate.",high,normal,0.6570085836693703,normal,0.9999898700138494,normal,0.9879462204837636
"(CNN) Pope Francis will visit Cuba, in September, the Vatican said; people reacted joyously.",high,high,0.5750324437740664,high,0.9999646437492583,high,0.9999954340299352
"The Navy MH-60R, the helicopter was flying from the deck of the USS Carl Vinson, coming within 50 yards, in a predictable manner.",high,normal,0.6287993167407374,high,0.9999990577556307,normal,0.9999999978734163
Officer Michael Slager's audio recordings were made public on Monday. An unidentified officer speaks with Slager in the first recording about what could happen.,high,normal,0.6369291625667246,high,0.9046505351008906,high,0.9999997962251652
Kacyra had previously developed Cyrax which applied the same technology as Cyrax. This technology was launched during the production of a movie.,high,normal,0.8041993618280349,high,0.9999930377437499,high,0.9926541734255229
Mocha was probably anxious about staying in a different apartment than usual. The dog's owner said that Mocha would be put in a cage the next time it stayed somewhere new.,high,normal,0.6900988554060263,high,0.9995694425082408,high,0.999937949503977
"The FBI's goal, is to prevent ""homegrown attacks""; the FBI investigates and tries to catch those responsible; the FBI is often successful, but every once in a while, the suspects get away.",high,normal,0.5994672254257167,normal,0.9999999999991122,normal,0.9999999999907486
"James Tumblin came across Vivien's dress in the early 1960s. Leigh wore the outfit while playing Scarlett O'Hara in ""Gone With the Wind."" Heritage Auctions mentioned the Scarlett dress was sold in Beverly Hills, California.",high,normal,0.5983337589898851,high,0.9999852610320814,high,0.999999992805867
"Saturday's quake caused a lot of destruction in Ravi Opi village, with 90% of the houses currently uninhabitable.",high,normal,0.5581096401075966,normal,0.9999957771645418,normal,0.9999857144823499
"Clinton will, seek the Democratic Party's nomination for president; Lehane downplayed Clinton-Warren tension in the Democratic Party.",high,high,0.56068931500484,high,0.9820137900379083,high,0.9999996743687809
F1 championship leader Hamilton stole pole position from a teammate during Chinese Grand Prix. Although Hamilton prefers wins to poles.,high,normal,0.5955769934500665,high,0.9999417087899265,high,0.9999957771665553
"The search for Malaysia Flight 370 which vanished in 2014 continues, and government officials plan to double the search area.",high,normal,0.6879517924094533,high,0.9947798743064417,high,0.99999457778103
"For 25 years, Ali Addeh refugee camp has been a holding point for 10,000 people fleeing into Djibouti for better life abroad.",high,normal,0.5188817800546498,normal,0.9999987901334512,high,0.9999999715466391
Investors are having a substantial impact on London's property market particularly from the West African countries.,high,normal,0.6597253281292256,normal,0.9999999999996299,high,0.9999741325689186
"According to the International Organization for Migration, in 2011, more than 140,000 migrants arrived to Italy, in 2013, the program rescued more than 174,000 migrants, more than 3,000 died making the journey.",high,high,0.5895994444440538,normal,0.9999910603122206,normal,0.9343951625409307
General Attorney Eric Holder recalls that soliciting prostitutes is forbidden after reports cited light punishments and poor treatment of sexual misconduct cases at the DEA and other Justice Department organizations.,high,normal,0.6233549711650058,high,0.9997388094318788,high,0.9999999852386118
"Dzhokhar Tsarnaev and Tamerlan Tsarnaev, set off the Boston bombs and shot campus cop Collier.",high,normal,0.548007740455666,high,0.9999038975845006,high,0.9999988273579267
"Under the Fourth Amendment, the question is whether the force was objectively unreasonable based on the totality of the circumstances. The amount of force used is the subject of contention.",high,normal,0.696480002178844,high,0.9914225145862879,high,0.9996540083968217
"Last year, the Turkish government accepted that hundreds of thousands of their ancestors died as they were marched out of cities and not in World War I.",high,normal,0.7827947930720233,high,0.999993855822468,high,0.9999956431200165
"Larry a Republican died Monday at a North Carolina hospital at 81 one day after Clinton stated to be running for president. The family made two requests for the obituary, the son says the father would enjoy the request.",high,normal,0.7855773441158245,high,0.9999998724810256,normal,0.9999999451547129
"John Shaw, a senior at Texas A&M Galveston and student in Horwitz's class, was worried about, graduation. Had done pretty well, on the first test and, get an email saying, going to get an F.",high,normal,0.6942287414617081,high,0.9999967112525028,normal,0.999999998979655
"When single parents face a devastating illness such as cancer, Singleton Moms has provided practical, financial and emotional support to more than 300 parents in Phoenix.",high,high,0.5012467747735476,high,0.9999998362624503,normal,0.9999999813398569
"Australian ""Bali Nine"" drug smugglers Andrew Chan and Myuran Sukumaran, jailed since April 2005, were denied overturning of their executions.",high,normal,0.5645251058759585,normal,0.9999970976893987,high,0.7310585786300049
"People in Washington were greeted by a deep reddish color sunset on Sunday. The smoke from fires in Siberia was pushed to the Pacific Northwest, resulting in spectacular sunsets.",high,normal,0.8014988426974763,high,0.9997040431686499,high,0.99998739305376
"On The Late Show, David Letterman blushed when Schumer lifted up her dress, revealing a surfing scar and saying it was her vagina.",high,normal,0.5727623123419785,high,0.9999987901343165,normal,0.9999493552834681
President Obama has condemned the persecution of the LGBTQ community. Transgender people are more likely to be discriminated against by employers. American people are becoming more aware of the transgender community.,high,normal,0.5445959480780789,high,0.9999977396735465,high,0.9998858776145566
Kenyan teachers and students fear being targeted by the Somalia-based terrorists after Al-Shabaab slaughtered 147 people.,high,high,0.5149834007381539,high,0.995929862284104,high,0.9905874104123902
Bikram brand is on the precipice of collapse after its founder Bikram Choudhury found himself right in the middle of a lawsuit filed by six women who claimed to have been sexually assaulted by him.,high,normal,0.8250791944162388,high,0.9999921107336519,high,0.9999999991135095
"Thompson speaks about Kris Kardashian's marriage to Jenner, and Bruce's gender transformation.",high,high,0.5600594051272063,normal,0.8175744761936437,high,0.9992678187383391
Nonviolent offenders make up about three-quarters of those imprisoned by the justice system.,high,normal,0.6426891103902548,normal,0.9999990577554061,normal,0.9999999915892145
"In a bombing at a bazaar in the Pakistani city of Peshawar, over 200 people were injured and 137 were killed. Provinces in which the raids were being carried out, the headquarters of the alleged terrorist cell were targeted.",high,normal,0.7544373633517356,normal,0.9999945777823227,normal,0.9999999972694125
"""Roots,"" 1977; A&E, remaking, miniseries; saga of Kunta Kinte, African, shipped to America; ""Roots"" will encounter a new generation; young Americans.",high,normal,0.5453189832509759,normal,0.9999997897565838,normal,0.9999999930272105
"Members of different Baltimore gangs, who condemned the rage in the neighborhood, gathered at the New Shiloh Baptist Church for a press conference with community leaders and the Gray family and signed a peace agreement.",high,normal,0.6648187023507593,normal,0.9999987901348933,normal,0.9998785182471944
"Richard Pomes created a marketing campaign on Twitter, although Fireball has more than 85,000 followers on Twitter, fewer followers on Instagram.",high,normal,0.5701012993520453,high,0.9999957771685689,normal,0.9999999966017354
"Zakary, son of Ron Ingraham, who describes his father as being tough as Rambo expressed optimism about his father's survival even after the search for him was closed till he was found twelve days after the first distress call was made. Ron Ingraham had to be assured that his battered boat would go with him before he returned home.",high,normal,0.7023714026309525,normal,0.9999251538438629,normal,0.9999999832731399
"The 7.8 magnitude earthquake didn't touch Nepal cities only, it stretched all the way to Mount Everest and nearby peaks. Family members and friends of those who had passed shared messages of hope and condolences with the general public on social media.",high,normal,0.7259112641695709,high,0.9998204720306533,high,0.9994642194616526
Philippe Braham; killed; terror attacks; He was; kosher supermarket; gunman stormed in;  One month after; a gunman attacked; Copenhagen; killing Dan Uzan.,high,normal,0.5199509970844443,high,0.9999967112509346,high,0.9999999989138492
"Powers performed comedy on the season of Hollywood ""Good Times.""",high,normal,0.7024416084617345,high,0.8519528019683106,normal,0.8902942261220292
"The Clinton Foundation 2014 received charities from the United Arab Emirates, Saudi Arabia and Oman, among others according to The Wall Street Journal. Canada's foreign affairs department promoting the Keystone XL pipeline was also a donor to the organization.",high,normal,0.616801160933151,normal,0.9999986290421394,normal,0.999969758041466
Pacers; suffered a knife; Chris Copeland; injured; situation involving Pero Antic and Thabo Sefolosha; Hawks spokesman.,high,normal,0.5248071002532603,high,0.9999546021312976,high,0.9999987121047843
"Baltimore had peaceful protests, as a wake-up call against the police, to later give way to violence Saturday night and build rumors about a ""purge"".",high,normal,0.5437993924791161,high,0.5,high,0.9999667858050522
"Japan Aerospace Exploration Agency (JAXA), announced, that the country would put an unmanned rover on the surface of the moon by 2018. JAXA has also put a probe on an asteroid, which returned to Earth in 2010.",high,normal,0.8155932857823193,high,0.9999994284991441,high,0.9999955048184215
"In a brilliant seven-minute speech, Chris Rock pointed out the fact that less than 10% of baseball players or fans were black, that baseball's sense of nostalgia didn't sit well with African Americans, their memories of baseball and the old days were anything but good.",high,normal,0.7075697109747848,normal,0.9999967112509346,high,0.9999998838926997
"California has excellent vintage, drought produce terrific wine.",high,high,0.5723505616483389,high,0.9999038975845005,high,0.9999599363077708
"""Suspension of deportation"" has been granted by German immigration officials to Somali refugee Sahra, whose life was portrayed in Ines Dumig's photo series ""Apart Together."" The artist defines the refugee as someone who is living in an unresolved situation.",high,normal,0.7511310940623722,normal,0.9999982396584655,normal,0.9999999598743493
"Slager told a dispatcher that Scott grabbed Slager's Taser during the tussle. However, the police report also said that Slager did use a Teaser on Scott.",high,high,0.5124248542560387,high,0.5621765008857982,high,0.999991335346852
"In February, Mohamud became a US citizen and set out for Greece in April but diverted to Syria for training in weapons, burglary, explosives, and manual combat.",high,normal,0.6601818060198198,normal,0.9999977396767799,normal,0.9999987901343165
"Families, whose loved ones have been taken as hostages, pointed to the lack of communication by the U.S. government about their loved ones. Families should be granted security clearances for the purpose of having classified information about their captive loved ones. President Barack Obama should appoint a senior-level person which implemented hostage rescues.",high,normal,0.7481018258993131,high,0.9999997300424156,high,0.9998534687060928
Investigators said there was no connection between Gricar and Sandusky's crimes. Another theory was murder by gangs. Cyril Wecht abandoned the book idea.,high,normal,0.5779969268961097,high,0.8175744761936437,normal,0.9999999895325883
"A plan was developed in the Pentagon, that plan was to release Haji Bashir Noorzai.",high,normal,0.6244587761139538,high,0.9999945777836156,high,0.9999998555021341
"Bergdahl was released by a Taliban-affiliated group for five Guantanamo Bay prisoners, Weinstein was just as deserving of freedom as Bergdahl.",high,normal,0.6352455587641571,high,0.9999996940979918,high,0.9999999598743494
"What followed for Gulnaz was a quiet, solution to the ""problem"", a telling sign of where women's rights stand in Afghanistan.",high,normal,0.5730593405204137,high,0.9995694429186753,high,0.9939964042034285
Just like Steve Jobs not only changed the way consumers thought about Apple but how they experienced it. Hillary Clinton rebrands herself in her official campaign launch.,high,normal,0.5444561446084298,high,0.9980732653366725,high,0.9998623453663109
"UN to consider suicide attacks war crimes after ISIS terrorist group claimed responsibility for suicide bomber attack on bank in Jalalabad on Saturday. Taliban condemned the attack, and confirmed no involvement.",high,normal,0.8005312906351949,high,0.999999761763232,high,0.9999997897564584
"NFL launched an investigation into the Patriots to find out why balls supplied to AFC Championship were underinflated. Patriots still awaiting the results of the investigation as the draft nears. If the investigation can't find the Patriots tampered with, the Patriots owner expects an apology.",high,normal,0.5553307252451521,high,0.9999993524055105,high,0.9999998144608981
"The FDA has become aware of significant safety issues associated with homeopathic products. Their ""listening session,"" provides an opportunity for experts and public members to decide how to regulate these products.",high,high,0.5778290655301926,high,0.9998766054240138,high,0.9998785182471944
"The European Union presented a plan for the enormous increase in deaths of immigrants in the Mediterranean. Australia's Prime Minister Tony Abbott believes the only way to stop the deaths is to stop human trafficking. Since 2013, Australia has not received visa-free persons arriving by ship. They have even returned boats with asylum seekers to Indonesia without processing their asylum claims. These actions have been condemned by human rights advocates and have caused problems in Indonesia, but apparently, no asylum seekers drowned in Australian waters between 2013 and 2014, although, in the end, the fact that people did not find asylum, does not mean that they stop seeking asylum. Italy failed to deter asylum seekers and had to scale back its search and rescue program because it cost €9.5m a month.",high,normal,0.7448594384827207,normal,0.7057850278370112,normal,0.9999983971890122
"A rumour about Jesse Eisenberg and Ben Affleck making appearances in Warners' ""Suicide Squad"" is going around.",high,normal,0.6656110944140151,high,0.9999970976893987,high,0.9999999920987831
"In March, several dozen North Carolina women, traveled to Washington to meet with their senators, Richard Burr and Thom Tillis. The meeting lasted nearly an hour and was very cordial.",high,normal,0.5659269783491682,normal,0.9999993524050474,normal,0.90192067652954
"According to the Centers for Disease Control and Prevention, the number of HIV infections in Indiana county has grown, mostly for sharing needles from IV drug use.",high,normal,0.5780684347905195,high,0.9998601780576787,high,0.5273165233795672
"Runoff between Mayor Rahm Emanuel and challenger Jesus ""Chuy"" Garcia; After Emanuel failed to snare half the vote in February's general election; go head-to-head with Garcia; as Easter, Passover and spring break appear to have spurred more than 142,000 early votes; 90,000 before the first round of voting.",high,normal,0.5360602028658393,normal,0.8807970779778824,high,0.9999999998941238
"Bikram Choudhury has been sued by former student, Sarah Baughn, in Los Angeles Superior Court. Baughn is among six women who have filed lawsuits against Choudhury accusing him of sexually assaulting them. The lawsuit filed by Baughn described Choudhury as someone who preyed on young women who looked to him for guidance.",high,normal,0.6792974083740055,high,0.9999990577545075,normal,0.9999999998082828
"The U.N. Security Council voted Tuesday in favor of an arms embargo on Houthis. In addition, the council also demands that the Shite group refrain from more violence, to control terrorism.",high,normal,0.7539823659163061,high,0.9999832985940793,normal,0.9999999832731399
"General Ahmad Reza Pourdastan, U.S. to change its rhetoric, U.S. welcomes, Iran's support, in the fight against ISIS.",high,high,0.5529553092489787,high,0.9999945777797373,high,0.9999999778405106
"In 2012 alone, the Clinton foundation had an $8 million deficit and ran a $40 million deficit in 2007 and 2008.",high,normal,0.588628291819545,normal,0.9999957771705825,high,0.999999996267733
The 14th Amendment tests the intention behind the use of force.,high,normal,0.6293450073639016,high,0.9975273768433653,high,0.9999706884614403
Data confirm that police use of deadly force is a black and white issue. A ProPublica analysis of police shootings from 2010 to 2012 found that young black males are 21 times more likely to be fatally shot by the police than young white males.,high,normal,0.6217412922023079,normal,0.9999898699993585,normal,0.9999999904693223
"It wasn't the first time Hyman has used artwork to effect change having previously restored a local theater to its former glory and also commemorated Martin Luther King Jr.'s birthday by painting a mural in a bad neighborhood that needed light. Hyman's wife, Kay, said her husband always painted from the heart.",high,normal,0.7224433753055385,high,0.9999832985781519,high,0.9999999881388886
"Survivors of 1915, assimilated and kept, identity hidden; Heranus, 9 at the time; was, adopted by the officer and his wife, who could not have children.",high,normal,0.6597465925149298,normal,0.9999986290434468,normal,0.9999999095754549
"After recalling of the Australian ambassador, Indonesian President Joko Widodo emphasized that Indonesia respects other countries' legal sovereignty so theirs must also be respected.",high,normal,0.6946530853995116,high,0.9999938558283274,high,0.9632305339244013
"Governments around the world, executions, Amnesty International, report on the death penalty. Trend, governments using, death penalty, tackle real or imaginary threats. States, putting people to death for 'terrorism'. ""Death Sentences and Executions 2014"", death penalty as a tool; increase, people sentenced to death. Near-universal decrease, using, death penalty by region. United States, put to death, 39 in 2013, 35 in 2014. Imperfections, judiciary processes, sentenced to death. Countries, people, death penalty, imposed after proceedings, did not meet, fair trial standards. Death penalty, unjust. Amnesty, 19,094 people, on death row, 2014.",high,normal,0.7076343143239932,normal,0.999998239657626,normal,0.9999999936511969
The lack of credible and capable special operations forces has hampered most of the United States partners' fight against terrorism.,high,normal,0.6195346105711671,high,0.9968273171575148,high,0.9999706884614404
"High expectations could prevent Swedes from getting married, even after having children.",high,normal,0.64849446041879,high,0.9999997897567341,high,0.9999998461826772
"Marcus Weaver was at the movies with his friend, Rebecca Wingo. During the firefight, they fell to the ground, but Marcus tried to pull Rebecca out, who was unconscious as soon as there was a break in the gunfire. Marcus was able to get out with only buckshot wounds to his shoulder, but Rebecca did not make it out alive. Marcus now sees life differently, although it has not been easy to get used to this new life. Marcus believes that everyone will get over it and become stronger. Marcus forgives the shooter because it would be a burden not to, but Marcus has thought about what the trial is going to be like, what it will be like to meet the shooter and how to deal with it. Although Marcus does not believe in the death penalty, in this case, it would be justified.",high,normal,0.7402024882887551,normal,0.9890130573694068,normal,0.999939858482223
"A Nepalese tour guide, Janaki Parajuli, led a group of 17 senior citizens, including three Nepalese. They were eating lunch when the magnitude 7.8 quake struck.",high,normal,0.5821558446114137,normal,0.9999984465029862,normal,0.5698526514141571
"Academics say that the agendas of ISIS and al Qaeda are different, but they are not, because both are a manifestation of radical Islam. It's hardly a surprise President Barack Obama ignores that in plain terms.",high,normal,0.7366427514101868,high,0.9999898700090192,high,0.9998601779243528
"The Indonesian Ministry of Foreign Affairs held a press briefing, where spokesman Arrmanatha Nassir affirmed the death penalty, its humanity and its morality is a long debate. The briefing was held before the news of a second execution of an Indonesian maid in Saudi Arabia, and Jakarta's complaints to the unannounced executions were accused of hypocrisy.",high,normal,0.7488981186856027,high,0.9999646437492582,high,0.9999890468771785
Haleigh Cox moved to Colorado after drugs meant to control seizures weren't helping. The family can rest more comfortably living in Georgia now that Georgia governor Deal signed Haleigh's Hope Act bill Thursday legalizing cannabis oil.,high,normal,0.698756120039295,normal,0.9999992661795444,normal,0.9999999935512239
"Roberts has to support either the appeals court or the appellate court. Will Roberts fulfil the desires of same-sex coupes, or will Roberts turn down the proposal and put it aside? This is the question that has caused so much anticipation, both for those in favor and those opposed to the idea of having same-sex marriages legalized. Roberts is already being criticized based on previous cases, including the Windsor case. This will be a historical hearing.",high,normal,0.7863454581353073,normal,0.9999999999993086,normal,0.999999999857528
"Janaki Parajuli called for help, helicopters came but they couldn't land because of bad weather.",high,normal,0.5607567357497989,high,0.9999994284996893,high,0.9999999706434746
"Before the policy change, American citizens and permanent residents who made inquiries about being on the no-fly list got vague letters on the matter. However, the Department of Homeland Security said that the U.S government will make adjustments to provide additional transparency. Including providing specific criteria under which the individual has been placed.",high,normal,0.7975902703076276,high,0.9999852610250535,high,0.9999999885038083
"Last week, California Gov; Jerry Brown ordered mandatory statewide restrictions on water use; California developed the infrastructure, it uses to distribute water at a time when the population was much smaller than it is today",high,normal,0.6231643887569445,high,0.9999984465018751,high,0.9999999484776084
Clinton talks about being the champion of the Americans being a populist fighter.,high,normal,0.6194778599576343,normal,0.9999999999999656,normal,0.999999999942436
"News reports that Nepal had been hit by its worst earthquake since 1934. The epicenter of this quake was Kathmandu, where the majority of Nepal's citizens reside.",high,normal,0.7604249636469015,high,0.9999885212209261,high,0.9999999861329525
"After one of the pilots on a flight scheduled from London to Hong Kong was arrested, the flight had to be rescheduled to a new date. Since a replacement from Cathay Pacific was not immediately available.",high,normal,0.822682910990682,high,0.9706877692486436,high,0.9999151889582764
"Sheriff's deputy, shot Harris; surprised, Bates would choose, vacation, during, tumultuous time.",high,normal,0.6350124825615722,high,0.9997694932780069,high,0.9999970976907826
"Basic sanitation and critical health services are desperately needed, and the humanitarian situation is worsening all the time. Other deaths and injuries have undoubtedly occurred in Yemen.",high,normal,0.6814406851395912,high,0.9988304908489715,normal,0.9999999999947697
Eric Harris attempted to run away to escape arrest by the undercover deputy and Bates seized the opportunity to stop Harris and shouted Taser as required in the training but picked up the gun instead of the taser and accidentally shot harris.,high,normal,0.701192984014171,high,0.99999211072989,high,0.9999956431200165
"Three fraternity members from, Zeta Beta Tau fraternity, the world's first Jewish fraternity, have been expelled from the group.",high,normal,0.6413880871473336,high,0.9999994956525918,normal,0.999999870472925
Jason Warnock rescued a man involved in an accident on Wednesday in Idaho.,high,normal,0.6575454591706085,high,0.9994472208361967,high,0.999941708734339
"Africa's new millionaires are no longer concentrated in Southern Africa, traditionally the wealthiest part of the continent.",high,normal,0.6872697055827847,high,0.9999724643088854,high,0.9999906312827311
"After Netflix ordered the return of the series ""Full House"", the vice president says that was delighted to introduce it to the new generation.",high,normal,0.7319328536304796,high,0.6224593312018546,high,0.998935037327944
North Charleston; city's police department; widely reported; 2007; 80% black;ratio of white and black officers; North Charleston Police Department; closely mirror; population; Ferguson Police Department; both; considerably off; before; other variables; two officers; shot; protest; Ferguson Police Department.,high,high,0.5477221396298808,high,0.9999852610109975,normal,0.9999999656787447
"United States Representative spoke of men, women and children killed indiscriminately.",high,normal,0.524660603133041,high,0.9525741268224333,high,0.9957353653078128
"On its way to Los Angeles, Flight 448 only spent 14 minutes in the air before emergency landing to release ramp agent trapped in the plane's cargo hold.",high,normal,0.5995179185088813,high,0.817574471748733,normal,0.9996079582107624
"We do that even if it's dangerous said Olvera, the team leader of rescuers, who put their lives at risk to save people.",high,normal,0.6000719268308741,high,0.9975273768433651,high,0.9995694429186753
"Anthony saw the video and confessed that the oficial had lied, Slager has been police for 5 years a CNN examination found.",high,normal,0.5383247933333817,high,0.9999998362622746,normal,0.9999999993514292
"West of Baghdad; ISIS, blocked off access from the south months ago.",high,normal,0.5651711034573811,high,0.9978172835546548,high,0.9999635214623241
"On June 16, Lloyd received a text from Hernandez to go out and party. The jury did not consider the text in which Lloyd mentioned the NFL and that Lloyd sent to his sister.",high,normal,0.6205562657553754,normal,0.9999930377470697,normal,0.9999999984920278
"Kelley, 50, was taken into custody at the Atlanta airport on Wednesday from Costa Rica. Kelley and Mary Nunes entered the U.S. Consulate in Costa Rica and requested passports, then the consulate notified the U.S.",high,normal,0.6942109947541792,normal,0.9999687980588505,normal,0.9399133498259924
"The second robot collected data from all points and revealed that years after the nuclear crisis, the radiation levels inside the three damaged reactors were extremely high and remained unsafe for people to enter.",high,normal,0.5651750208009418,high,0.9998911029861325,high,0.9999997761971314
"According to, Lanier, suspect's vehicle was spotted outside the Census Bureau, Suitland, Maryland. Guard was then shot at least once in the upper body, suspect fled the scene.",high,normal,0.6154451843390052,normal,0.9999997897565587,high,0.9999999388156905
"Lo Porto's life ended accidentally after being struck by a U.S. drone on January 19, 2012 while on a reconstruction project in Pakistan.",high,normal,0.6638698057074923,high,0.9999646437829756,high,0.9999999740929201
"Laura, a lifelong Catholic, reads the bible and learns about Seth, ""Adam's forgotten son"" who came after Cain Killed Abel when Adam was 130 years old.",high,normal,0.6405385159369161,normal,0.9890130573694068,normal,0.9995271455654797
Fast and Furious fans on Twitter and Facebook mostly praised the Furious 7 movie's ending as a fitting tribute and an emotionally wrenching one with one fan saying that the last five minutes had him choked up in the movie theater and that the ending was the deepest ending ever seen having him repeat the movie 3 times in one day.,high,normal,0.7560501752895183,high,0.9999970976893987,high,0.8080672135527632
Denver Airport fired the male TSA officer who was engaging in criminal behavior by inappropriately frisking male passengers at the security check.,high,normal,0.7112638146900825,normal,0.9924227587321391,high,0.9403530570548786
"Music is the most important tool we have in reaching these kids, said Bernstein, a professional musician.",high,high,0.5101662506434539,high,0.9968273171575149,normal,0.6808786155678822
"Some key supporters of the ministry of Jesus were Mary Magdalene, Joanna, and Susanna. Along with these women, men like Joseph of Arimathea and Nicodemus, both men of stature and wealth, chipped in to help fund Jesus' ministry. The Gospels reveal that both these men were rich, and supported Jesus, it was Joseph who removed Jesus from the cross on Good Friday, anointing his body with the help of Nicodemus, and placing him in the tomb.",high,normal,0.6857088278477655,normal,0.9999938558253978,normal,0.9999999993096004
